,title,sub-category,label_score,has_exclamation,has_question,has_number,mark_count,total_character,original_title
170,usai jenguk bj habibi ani moga allah turun mukjizat,1,0,0,0,0,0,51,"Usai Jenguk BJ Habibie, Anies: Semoga Allah Turunkan Mukjizat"
171,gubernur khofifah gandeng isei kembang one pesantren one product,1,0,0,0,0,0,64,Gubernur Khofifah Gandeng ISEI Kembangkan One Pesantren One Product
172,sbi jenguk bj habibi di rspad gatot soebroto,1,0,0,0,0,0,44,SBY Jenguk BJ Habibie di RSPAD Gatot Soebroto
173,hut ke tni al akan teru tingkat sdm untuk indonesia maju,1,0,0,0,0,0,56,"HUT Ke-74, TNI AL Akan Terus Tingkatkan SDM untuk Indonesia Maju"
174,buka luwur sunan kudu ribu paket nasi berkat bagi,1,0,0,0,0,0,49,"Buka Luwur Sunan Kudus, Ribuan Paket Nasi Berkat Dibagikan"
175,pdip nilai pidato kontemplasi sbi jalan dengan ide jokowi,1,0,0,0,0,0,57,PDIP Nilai Pidato Kontemplasi SBY Sejalan dengan Ide Jokowi
176,ribu hektar lahan bakar udara di palembang tidak sehat,1,1,0,0,0,0,54,"2 Ribu Hektare Lahan Terbakar, Udara di Palembang Tidak Sehat!"
177,lemah kpk dan masa depan demokrasi kita,1,0,0,0,0,0,39,Pelemahan KPK dan Masa Depan Demokrasi Kita
178,kpk panggil wakil ketua komisi xi kait kasu anggota dpr fpan,1,0,0,0,0,0,60,KPK Panggil Wakil Ketua Komisi XI Terkait Kasus Anggota DPR F-PAN
179,kabut asap pekat di riau tak ganggu terbang,1,0,0,0,0,0,43,Kabut Asap Pekat di Riau Tak Ganggu Penerbangan
180,petuga cek pajak langgar ganjil genap hingga bagibagi cokelat,1,0,0,0,0,0,61,Petugas Cek Pajak Pelanggar Ganjil Genap Hingga Bagi-bagi Cokelat
181,tim ajar dki raih juara dua di olimpiad metropoli moskow,1,0,0,0,0,0,56,Tim Pelajar DKI Raih Juara Dua di Olimpiade Metropolis Moskow
182,statu sangka veronica koman soal polri ada praperadilan,1,0,0,0,0,0,55,"Status Tersangka Veronica Koman Disoal, Polri: Ada Praperadilan"
183,viral bocah di bekas sebut tewa akibat bulli begini kata ketua rt,1,1,0,0,0,0,65,"Viral Bocah di Bekasi Disebut Tewas Akibat Bully, Begini Kata Ketua RT"
184,pemkab ponorogo aju formasi untuk cpn dan pk,1,0,0,0,0,0,44,Pemkab Ponorogo Ajukan 531 Formasi untuk CPNS dan P3K
185,masih ada kemudi yang langgar di hari ke ganjil genap jaksel,1,0,0,0,0,0,60,Masih Ada Pengemudi yang Melanggar di Hari Ke-2 Ganjil Genap Jaksel
186,masih ada yang tak tahu ganjil genap dishub sosialisasi sudah maksim,1,0,0,0,0,0,68,"Masih Ada Yang Tak Tahu Ganjil Genap, Dishub: Sosialisasi Sudah Maksimal"
187,begini suasana antr ngalap berkat buka luwur sunan kudu,1,0,0,0,0,0,55,Begini Suasana Antre Ngalap Berkat Buka Luwur Sunan Kudus
188,dishub dki luas ganjil genap tingkat guna sepeda motor,1,0,0,0,0,0,54,Dishub DKI: Perluasan Ganjil Genap Tingkatkan Pengguna Sepeda Motor
189,anggota dprd banten ramairamai gadai sk ini kata kemendagri,1,1,0,0,0,0,59,"Anggota DPRD Banten Ramai-ramai Gadai SK, Ini Kata Kemendagri"
190,asap karhutla tambah parah jarak pandang di riau meter,1,0,0,0,0,0,54,"Asap Karhutla Tambah Parah, Jarak Pandang di Riau 800 Meter"
191,luas ganjil genap dishub volum lalu linta turun signifikan,1,0,0,0,0,0,58,"Perluasan Ganjil Genap, Dishub: Volume Lalu Lintas Turun Signifikan"
192,aktor intelektu rusuh papua cari satusatu,1,0,0,0,0,0,41,Aktor Intelektual Rusuh Papua Dicari Satu-satu
193,curhatan korban bulli pansel kpk di depan komisi iii,1,0,0,0,0,0,52,Curhatan 'Korban Bully' Pansel KPK di Depan Komisi III
194,kpk umum sangka kasu mafia miga kait petral siang ini,1,0,0,0,0,0,53,KPK Umumkan Tersangka Kasus Mafia Migas Terkait Petral Siang Ini
195,puntung rokok balut beka ada ratus kilo sampah di pantai gold coast,1,0,0,0,0,0,67,"Puntung Rokok, Pembalut Bekas, Ada Ratusan Kilo Sampah di Pantai Gold Coast"
196,asap pekat kepung pekanbaru polanta bagi masker ke kendara,1,0,0,0,0,0,58,"Asap Pekat Kepung Pekanbaru, Polantas Bagikan Masker ke Pengendara"
197,santri di probolinggo sambut muharam dengan pawai obor,1,0,0,0,0,0,54,Santri di Probolinggo Sambut 10 Muharam dengan Pawai Obor
198,yuk bantu jokowi cari menteri ikut poll di detikcom,1,1,0,0,0,0,51,"Yuk 'Bantu Jokowi Cari Menteri', Ikuti Polling di detikcom!"
199,beda ek komision kpai soal polemik dengan pb djarum,1,0,0,0,0,0,51,Beda 2 Eks Komisioner KPAI Soal Polemik dengan PB Djarum
200,ratus keluarga di queensland ungsi hindar bakar yang kian buruk,1,0,0,0,0,0,63,Ratusan Keluarga di Queensland Mengungsi Hindari Kebakaran yang Kian Memburuk
201,terap tilang elektronik di busway target oktob,1,0,0,0,0,0,46,Penerapan Tilang Elektronik di Busway Ditargetkan Oktober 2019
202,dangdut maut tewas pria di bekas laku tangkap,1,0,0,0,0,0,45,"Dangdutan Maut Tewaskan 2 Pria di Bekasi, 4 Pelaku Ditangkap"
203,cerita ngeri bocah bogor bunuh telah sodomi,1,0,0,0,0,0,43,Cerita Ngeri Bocah Bogor Dibunuh Setelah Disodomi
204,jadi contoh tak baik motor serang pejal kaki di trotoar minta maaf,1,0,0,0,0,0,66,"Jadi Contoh Tak Baik, Pemotor Serang Pejalan Kaki di Trotoar Minta Maaf"
205,bakar gudang di jaring padam rugi taksir rp m,1,0,0,0,0,0,45,"Kebakaran Gudang di Penjaringan Padam, Kerugian Ditaksir Rp 2 M"
206,atas kabut asap dari indonesia malaysia rencana hujan buat,1,0,0,0,0,0,58,"Atasi Kabut Asap dari Indonesia, Malaysia Rencanakan Hujan Buatan"
207,hindar razia wanita duga psk di makassar sembunyi di selokan,1,0,0,0,0,0,60,"Hindari Razia, Wanita Diduga PSK di Makassar Sembunyi di Selokan"
208,polisi bongkar dagang wanita di kepri korban jadi psk,1,0,0,0,0,0,53,"Polisi Bongkar Perdagangan Wanita di Kepri, Korbannya Dijadikan PSK"
209,gegara potong kabel ani somasi apjatel,1,0,0,0,0,0,38,"Gegara Potong Kabel, Anies Disomasi Apjatel"
210,anggota baleg dpr revisi uu kpk imbang cegah dan tindak,1,0,0,0,0,0,55,Anggota Baleg DPR: Revisi UU KPK Seimbangkan Pencegahan dan Penindakan
211,john chardon bukti salah ata mati istri novi,1,0,0,0,0,0,44,John Chardon Terbukti Bersalah Atas Kematian Istrinya Novy
212,kpai kembang bakat bulutangki haru tetap jalan sesuai regulasi,1,0,0,0,0,0,62,KPAI: Pengembangan Bakat Bulutangkis Harus Tetap Jalan Sesuai Regulasi
213,asrama mahasiswa papua lempar karung isi ular polisi itu hoak,1,0,0,0,0,0,61,"Asrama Mahasiswa Papua Dilempar Karung Berisi Ular, Polisi: Itu Hoaks"
214,harap tak mati kpk minta yasonna hatihati,1,0,0,0,0,0,41,"Berharap Tak Mati, KPK Minta Yasonna Hati-hati"
215,korut nyata siap temu as baha denuklirisasi akhir septemb,1,0,0,0,0,0,57,Korut Nyatakan Siap Bertemu AS Bahas Denuklirisasi Akhir September
216,bmkg prediksi cuaca jakarta cerah hari ini,1,0,0,0,0,0,42,BMKG Prediksi Cuaca Jakarta Cerah Hari ini
217,polri akan terus aju red notic veronica koman ke interpol,1,0,0,0,0,0,57,Polri Akan Teruskan Pengajuan Red Notice Veronica Koman ke Interpol
218,sebut personel polr jakbar satpam ampg pro bamsoet akan polisi,1,0,0,0,0,0,62,"Sebut Personel Polres Jakbar Satpam, AMPG Pro Bamsoet Akan Dipolisikan"
219,asap pekat siswa sd di pekanbaru tetap sekolah,1,0,0,0,0,0,46,"Asap Pekat, Siswa SD di Pekanbaru Tetap Sekolah"
220,edar isu habibi meningg keluarga hoax,1,0,0,0,0,0,37,"Beredar Isu Habibie Meninggal, Keluarga: Hoax"
221,anggota dprd banten gadai sk komisi ii dpr tutup utang kampany,1,1,0,0,0,0,62,"Anggota DPRD Banten Gadai SK, Komisi II DPR: Tutup Utang Kampanye?"
222,komisi iii dpr revisi uu kpk tak jadi barang tanpa surpr jokowi,1,0,0,0,0,0,63,Komisi III DPR: Revisi UU KPK Tak Jadi 'Barang' Tanpa Surpres Jokowi
223,tani blitar biar tomat busuk karena harga anjlok,1,0,0,0,0,0,48,Petani Blitar Biarkan Tomat Membusuk karena Harga Anjlok
224,dishub dki luas ganjil genap hari pertama baik kualita udara,1,0,0,0,0,0,60,Dishub DKI: Perluasan Ganjil Genap Hari Pertama Perbaiki Kualitas Udara
225,sbi ajak rakyat dukung jokowi istana bentuk santun politik,1,0,0,0,0,0,58,"SBY Ajak Rakyat Dukung Jokowi, Istana: Bentuk Kesantunan Politik"
226,hari asyura pemkot makassar rili edar antisipasi sebar syiah,1,0,0,0,0,0,60,"Hari Asyura, Pemkot Makassar Rilis Edaran Antisipasi Penyebaran Syiah"
227,polisi periksa kadi sangka cium pipi staf saat selfi pekan ini,1,0,0,0,0,0,62,Polisi Periksa Kadis Tersangka Pencium Pipi Staf Saat Selfie Pekan Ini
228,soal adu tetap sangka veronica koman ini kata komna ham,1,1,0,0,0,0,55,"Soal Aduan Penetapan Tersangka Veronica Koman, Ini Kata Komnas HAM"
229,baha seleksi capim kpk komisi iii akan temu koalisi masyarakat sipil,1,0,0,0,0,0,68,"Bahas Seleksi Capim KPK, Komisi III Akan Temui Koalisi Masyarakat Sipil"
230,ini hasil mediasi pt ka dan warga blitar soal lintas bidang diport,1,0,0,0,0,0,66,Ini Hasil Mediasi PT KA dan Warga Blitar soal Pelintasan Sebidang Diportal
231,pabrik tiner di kalider bakar mobil damkar kerah,1,0,0,0,0,0,48,"Pabrik Tiner di Kalideres Terbakar, 15 Mobil Damkar Dikerahkan"
232,sbi ajak rakyat dukung jokowi ppp simpatik dan negarawan,1,0,0,0,0,0,56,"SBY Ajak Rakyat Dukung Jokowi, PPP: Simpatik dan Negarawan"
233,korban cium pipi saat selfi tolak damai ingin sangka hukum,1,0,0,0,0,0,58,"Korban Cium Pipi Saat Selfie Tolak Damai, Ingin Tersangka Dihukum"
234,jenguk bj habibi sbi batal buka temu nasion fraksi demokrat,1,0,0,0,0,0,59,"Jenguk BJ Habibie, SBY Batal Buka Pertemuan Nasional Fraksi Demokrat"
235,kualita udara makin buruk libur siswa sd di jambi panjang,1,0,0,0,0,0,57,"Kualitas Udara Makin Buruk, Libur Siswa SD di Jambi Diperpanjang"
236,curhat warga desa digit di sukabumi buru sandi untuk wifi grati,1,0,0,0,0,0,63,"Curhat Warga Desa Digital di Sukabumi, Berburu Sandi untuk Wi-Fi Gratis"
237,ada bu transj tabrak mobil lalin menteng arah rasuna said macet,1,0,0,0,0,0,63,"Ada Bus TransJ Ditabrak Mobil, Lalin Menteng Arah Rasuna Said Macet"
238,langgar di jalur luas ganjil genap jakpu masih banyak,1,0,0,0,0,0,53,Pelanggar di Jalur Perluasan Ganjil Genap Jakpus Masih Banyak
239,besok polisi panggil tum fpi kait kasu duga makar,1,0,0,0,0,0,49,"Besok, Polisi Panggil Ketum FPI Terkait Kasus Dugaan Makar"
240,viral video korban celaka maut di nganjuk ingin bikin video tabrak,1,1,0,0,0,0,66,Viral Video Korban Kecelakaan Maut di Nganjuk Ingin Bikin 'Video Tabrakan'
241,anggota dprd banten ramairamai gadai sk pimpin itu ranah pribadi,1,0,0,0,0,0,64,"Anggota DPRD Banten Ramai-ramai Gadai SK, Pimpinan: Itu Ranah Pribadi"
242,bupati bogor ingin pemprov dki ikut bantu tangan sampah di kalibaru,1,0,0,0,0,0,67,Bupati Bogor Ingin Pemprov DKI Ikut Bantu Tangani Sampah di Kalibaru
243,polisi cek benar kasu bocah di bekas yang sebut tewa akibat bulli,1,0,0,0,0,0,65,Polisi Cek Kebenaran Kasus Bocah di Bekasi yang Disebut Tewas Akibat Bully
244,iba bangga kerja sbi minta caleg pilih demokrat jadi contoh,1,0,0,0,0,0,59,"Ibas Banggakan Kinerja SBY, Minta Caleg Terpilih Demokrat Jadikan Contoh"
245,korut tembak proyektil tak ken usai tawar dialog dengan as,1,0,0,0,0,0,58,Korut Tembakkan Proyektil Tak Dikenal Usai Tawarkan Dialog dengan AS
246,airlangga tegas golkar bukan inisi revisi uu kpk,1,0,0,0,0,0,48,Airlangga Tegaskan Golkar Bukan Inisiator Revisi UU KPK
247,kabin budi gunawan buka temu jokowi dan tokoh papua di istana,1,0,0,0,0,0,61,KaBIN Budi Gunawan Buka Pertemuan Jokowi dan 61 Tokoh Papua di Istana
248,pimpin hong kong ingat as jangan ikut campur soal aksi demo,1,0,0,0,0,0,59,Pemimpin Hong Kong Ingatkan AS Jangan Ikut Campur Soal Aksi Demo
249,pj walkot makassar minta edar antisipasi syiah sikap dengan tenang,1,0,0,0,0,0,66,Pj Walkot Makassar Minta Edaran Antisipasi Syiah Disikapi dengan Tenang
250,ini poin aspirasi tokoh papua saat temu jokowi di istana,1,1,0,0,0,0,56,Ini 10 Poin Aspirasi Tokoh Papua Saat Bertemu Jokowi di Istana
251,kpk tega tolak revisi uu romli beri analog servi mobil,1,0,0,0,0,0,54,"KPK Tegas Menolak Revisi UU, Romli Beri Analogi 'Servis Mobil'"
252,cerita jokowi kali ke papua provinsi lain maksim kali,1,0,0,0,0,0,53,Cerita Jokowi 12 Kali ke Papua: Provinsi Lain Maksimal 3 Kali
253,dari mantan atlet arti hingga netizen ramairamai bela pb djarum,1,0,0,0,0,0,63,"Dari Mantan Atlet, Artis hingga Netizen Ramai-ramai Bela PB Djarum"
254,viral rampok celurit satron rumah makan grati untuk duafa di bogor,1,1,0,0,0,0,66,Viral! Perampok Bercelurit Satroni Rumah Makan Gratis untuk Duafa di Bogor
255,aspirasi tokoh papua pak jokowi generasi muda kami jangan hukum,1,0,0,0,0,0,63,"Aspirasi Tokoh Papua: Pak Jokowi, Generasi Muda Kami Jangan Dihukum"
256,begini usaha usaha startup jerman untuk raih talenta baik,1,0,0,0,0,0,57,Begini Usaha Perusahaan Startup Jerman Untuk Raih Talenta Terbaik
257,air pdam ribu warga mampet dampak bangun alunalun suroboyo,1,0,0,0,0,0,58,Air PDAM 60 Ribu Warga Mampet Dampak Pembangunan Alun-Alun Suroboyo
258,menlu bicara penting diplomasi digit untuk kerja sama ekonomi,1,0,0,0,0,0,61,Menlu Bicara Pentingnya Diplomasi Digital untuk Kerja Sama Ekonomi
259,perhati ini namanama kandidat menteri jokowi,1,1,0,0,0,0,44,Perhatian! Ini Nama-nama Kandidat Menteri Jokowi
260,barang impor tanpa izin nila rp miliar musnah,1,0,0,0,0,0,45,Barang Impor Tanpa Izin Senilai Rp 8 Miliar Dimusnahkan
261,apakah kerja masih butuh tambang australia saat otomatisasi makin marak,1,1,0,0,0,0,71,Apakah Pekerja Masih Dibutuhkan Pertambangan Australia Saat Otomatisasi Makin Marak?
262,polr sumedang buru sebar video porno pasang dewasa,1,0,0,0,0,0,50,Polres Sumedang Buru Penyebar Video Porno Pasangan Dewasa
263,kpu ungkap kendala kpu daerah usul nphd pilkada,1,0,0,0,0,0,47,KPU Ungkap Kendala 18 KPU Daerah Usulkan NPHD Pilkada
264,polr bogor kejar rampok celurit di rumah makan grati untuk duafa,1,0,0,0,0,0,64,Polres Bogor Kejar Perampok Bercelurit di Rumah Makan Gratis untuk Duafa
265,kemarau warga bandung barat mandi jenazah pakai galon air,1,0,0,0,0,0,57,"Kemarau, Warga Bandung Barat Mandikan Jenazah Pakai 5 Galon Air"
266,saat airlanggasiswono bicara soal revisi uu kpk dan seleksi capim,1,0,0,0,0,0,65,Saat Airlangga-Siswono Bicara soal Revisi UU KPK dan Seleksi Capim
267,tum fpi panggil kait makar besok acara minta jadwal ulang,1,0,0,0,0,0,57,"Ketum FPI Dipanggil Terkait Makar Besok, Pengacara Minta Jadwal Ulang"
268,kepala bppt doa bj habibi eyang intelektu segera pulih,1,0,0,0,0,0,54,Kepala BPPT Doakan BJ Habibie 'Eyang Intelektual' Segera Pulih
269,acara kivlan zen siap sekali jalan sidang ini yang ditunggutunggu,1,1,0,0,0,0,65,"Pengacara: Kivlan Zen Siap Sekali Jalani Sidang, Ini yang Ditunggu-tunggu"
270,hotel kafe rumah sakit di surabaya batas air dampak pdam mampet,1,0,0,0,0,0,63,"Hotel, Kafe, Rumah Sakit di Surabaya Batasi Air Dampak PDAM Mampet"
271,ptun pemkot cimahi haru batal imb guest hous di setra duta,1,0,0,0,0,0,58,PTUN: Pemkot Cimahi Harus Batalkan IMB Guest House di Setra Duta
272,pimpin bank bumn di purbalingga jadi sangka kredit fiktif rp m,1,0,0,0,0,0,62,Pimpinan Bank BUMN di Purbalingga Jadi Tersangka Kredit Fiktif Rp 28 M
273,tokoh papua benni wenda tak hak atur nkri,1,0,0,0,0,0,41,Tokoh Papua: Benny Wenda Tak Berhak Atur NKRI
274,bakar rumah di grobogan pria derita stroke tewa bakar,1,0,0,0,0,0,53,"Kebakaran Rumah di Grobogan, Pria Penderita Stroke Tewas Terbakar"
275,lahan istana presiden di papua segera sertifikat,1,0,0,0,0,0,48,Lahan Istana Kepresidenan di Papua Segera Disertifikatkan
276,daripada kritik pb djarum kpai minta foku uru anak jalan,1,0,0,0,0,0,56,"Daripada Kritik PB Djarum, KPAI Diminta Fokus Urus Anak Jalanan"
277,alas anggota dprd banten gadai sk renovasi rumahbayar kuliah anak,1,0,0,0,0,0,65,Alasan Anggota DPRD Banten Gadaikan SK: Renovasi Rumah-Bayar Kuliah Anak
278,penguru golkar prote ubah prosedur rapat korbid,1,0,0,0,0,0,47,Pengurus Golkar Protes Perubahan Prosedur Rapat Korbid
279,pemkot bandung evaluasi program street librari yang gaga ridwan kamil,1,0,0,0,0,0,69,Pemkot Bandung Evaluasi Program Street Library Yang Digagas Ridwan Kamil
280,poyuono ajak rakyat kepung dpristana tolak revisi uu kpk,1,0,0,0,0,0,56,Poyuono Ajak Rakyat Kepung DPR-Istana Tolak Revisi UU KPK
281,dishub dki uji coba ganjil genap minggu kemarin kendara turun,1,0,0,0,0,0,61,"Dishub DKI: Uji Coba Ganjil Genap 3 Minggu Kemarin, Kendaraan Turun 25%"
282,siap sekali jalan sidang kivlan zen ke adil pakai kursi roda,1,0,0,0,0,0,60,"Siap Sekali Jalani Sidang, Kivlan Zen ke Pengadilan Pakai Kursi Roda"
283,orang tewa dalam drama tembak keluarga di belanda,1,0,0,0,0,0,49,3 Orang Tewas dalam Drama Penembakan Keluarga di Belanda
284,banyuwangi luncur lin pintar dagang pakai kompor induksi,1,0,0,0,0,0,56,"Banyuwangi Luncurkan Kuliner Pintar, Pedagangnya Pakai Kompor Induksi"
285,pasang statu singl ini saat akhir hidup novi chardon,1,1,0,0,0,0,52,"Pasang Status 'Single', Inilah Saat Terakhir Kehidupan Novy Chardon"
286,anggota dprd surabaya gadai sk ke bank ketua itu wajar,1,0,0,0,0,0,54,"Anggota DPRD Surabaya Gadai SK ke Bank, Ketua: Itu Wajar"
287,lapor cabut kasu mobil goyang di halaman adil akhir damai,1,0,0,0,0,0,57,"Laporan Dicabut, Kasus 'Mobil Goyang' di Halaman Pengadilan Berakhir Damai"
288,siswi smk bandung lari ke rs gegara tikam dekat sekolah,1,0,0,0,0,0,55,Siswi SMK Bandung Dilarikan ke RS Gegara Ditikam Dekat Sekolah
289,sidang gugat ikan koi mati saksi dari pln bicara ini,1,1,0,0,0,0,52,"Sidang Gugatan Ikan Koi Mati, Saksi dari PLN Bicara Ini"
290,putra bj habibi apa pun yang jadi baik buat bapak saya,1,0,0,0,0,0,54,Putra BJ Habibie: Apa Pun yang Terjadi Terbaik buat Bapak Saya
291,puro pakualaman gelar upacara hajad dalem labuh di pantai glagah,1,0,0,0,0,0,64,Puro Pakualaman Gelar Upacara Hajad Dalem Labuhan di Pantai Glagah
292,muka air susut beka desa di dasar waduk gajah mungkur muncul,1,0,0,0,0,0,60,"Permukaan Air Susut, Bekas Desa di Dasar Waduk Gajah Mungkur Muncul"
293,panwaslu telah usul nphd pilkada,1,0,0,0,0,0,32,270 Panwaslu Telah Usulkan NPHD Pilkada 2020
294,pdip jatim buka daftar pilkada hingga septemb,1,0,0,0,0,0,45,PDIP Jatim Buka Pendaftaran Pilkada Hingga 14 September
295,anggar erp akan masuk apbd dki,1,0,0,0,0,0,30,Anggaran ERP akan Masuk APBD DKI 2020
296,dua celaka di tol cipularang truk bakar di km,1,0,0,0,0,0,45,"Dua Kecelakaan di Tol Cipularang, Truk Terbakar di Km 91"
297,truk oleng di tanjak emen satu tumpang tewa,1,0,0,0,0,0,43,"Truk Oleng di Tanjakan Emen, Satu Penumpang Tewas"
298,jk soal efek kpk jabat bumn bukan lagi hatihati tapi sudah takut,1,0,0,0,0,0,64,"JK soal Efek KPK: Pejabat BUMN Bukan Lagi Hati-hati, Tapi Sudah Takut"
299,rampok di rm grati untuk duafa di bogor sempat kira mau minta makan,1,0,0,0,0,0,67,Perampok di RM Gratis untuk Duafa di Bogor Sempat Dikira Mau Minta Makan
300,ini opsi pdam surabaya agar ribu langgan kembali nikmat air,1,1,0,0,0,0,59,Ini Opsi PDAM Surabaya Agar 60 Ribu Pelanggan Kembali Menikmati Air
301,jokowi minta mekar wilayah papua wiranto masih masuk,1,0,0,0,0,0,52,"Jokowi Diminta Mekarkan Wilayah Papua, Wiranto: Masih Masukan"
302,googl dan pajak media digit ase,1,0,0,0,0,0,31,Google dan Pajak Media Digital Asing
303,alas anggota dprd jabar gadai sk utang kampanyeb rumah,1,0,0,0,0,0,54,Alasan Anggota DPRD Jabar Gadaikan SK: Utang Kampanye-Beli Rumah
304,iba yudhoyono kpk tak boleh lemah haru kuat,1,0,0,0,0,0,43,"Ibas Yudhoyono: KPK Tak Boleh Dilemahkan, Harus Diperkuat!"
305,fenomena anggota dprd gadai sk ke bank gejala apa ini,1,1,0,0,0,0,53,"Fenomena Anggota DPRD Gadaikan SK ke Bank, Gejala Apa Ini?"
306,kivlan zen dakwa kasu senpi ileg dan peluru tajam,1,0,0,0,0,0,49,Kivlan Zen Didakwa Kasus 4 Senpi Ilegal dan Peluru Tajam
307,jaksa ungkap duit ratus juta habil marati ke kivlan zen cs,1,0,0,0,0,0,58,Jaksa Ungkap Duit Ratusan Juta Habil Marati ke Kivlan Zen cs
308,pesan habil marati soal duit senpi ke kivlan cs ini untuk bangsa tetap semangat,1,0,0,0,0,0,79,"Pesan Habil Marati Soal Duit Senpi ke Kivlan cs: Ini untuk Bangsa, Tetap Semangat"
309,remaja asal asah alami buta ngaku sering main game onlin,1,0,0,0,0,0,56,"Remaja Asal Asahan Alami Kebutaan, Ngaku Keseringan Main Game Online"
310,kivlan zen sebut kalib buat tiku minta cari senpi baru belum milu,1,0,0,0,0,0,65,"Kivlan Zen Sebut Kaliber 22 buat Tikus, Minta Cari Senpi Baru Sebelum Pemilu"
311,sangka mafia miga bikin tampung duit suap di british virgin island,1,0,0,0,0,0,66,Tersangka Mafia Migas Bikin Penampung Duit Suap di British Virgin Island
312,kasu mafia miga ek bo petral kpk sudah geledah lokasi,1,0,0,0,0,0,53,"Kasus Mafia Migas Eks Bos Petral, KPK Sudah Geledah 5 Lokasi"
313,jk sebut jokowi segera kirim surat presiden ke dpr baha revisi uu kpk,1,0,0,0,0,0,69,JK Sebut Jokowi Segera Kirim Surat Presiden ke DPR Bahas Revisi UU KPK
314,puluh rumah di bantaran bengawan solo ancam bawa longsor,1,0,0,0,0,0,56,Puluhan Rumah di Bantaran Bengawan Solo Terancam Terbawa Longsor
315,aju eksepsi kivlan zen dakwa tidak benar,1,0,0,0,0,0,40,"Ajukan Eksepsi, Kivlan Zen: Dakwaan Tidak Benar!"
316,di komisi iii dpr ipw cs dukung hasil pansel capim kpk,1,0,0,0,0,0,54,"Di Komisi III DPR, IPW cs Dukung Hasil Pansel Capim KPK"
317,wali kota cirebon minta instansi swasta pasang cctv untuk intai jahat,1,0,0,0,0,0,69,Wali Kota Cirebon Minta Instansi Swasta Pasang CCTV untuk Intai Penjahat
318,dampak tol desar jalan tanah baru depok akan lebar tahun ini,1,0,0,0,0,0,60,"Terdampak Tol Desari, Jalan Tanah Baru Depok Akan Diperlebar Tahun Ini"
319,selundup ekor burung lindung hasil gagal,1,0,0,0,0,0,40,Penyelundupan 74 Ekor Burung Dilindungi Berhasil Digagalkan
320,hantu dan nikmat imajinasi,1,0,0,0,0,0,26,Hantu dan Nikmatnya Imajinasi
321,angka aman mangkas pph korporasi,1,0,0,0,0,0,32,Angka Aman Pemangkasan PPh Korporasi
322,pasang mesum di buleleng bal ciduk operasi yustisi,1,0,0,0,0,0,50,9 Pasangan Mesum di Buleleng Bali Terciduk Operasi Yustisi
323,ratus karyawan pabrik boneka di sukabumi racun makan,1,0,0,0,0,0,52,Seratusan Karyawan Pabrik Boneka di Sukabumi Keracunan Makanan
324,banyuwangi raih harga dari kemenkum ham,1,0,0,0,0,0,39,Banyuwangi Raih Penghargaan dari Kemenkum HAM
